CASE ID,OPEN DATE,CLOSED DATE,STATUS,TYPE,REQUEST DESCRIPTION,LOCATION DESCRIPTION,SUPERVISOR DISTRICT,ADDRESS,POSITION
3241793,01/07/2014 08:15:00 AM,01/07/2014 03:23:00 PM,Closed,Streetlights,"The street light  in front of the old federal building is burnt out.  There is graffiti on the sidewalk below the light post.  Please fix. (Tuesday, 07-Jan-14 16:15:01 UTC)","Reported as: 36 Hyde St,San Francisco,CA",6,Intersection of FULTON ST and HYDE ST,"(37.7797884435851, -122.415126835192)"
3244374,01/07/2014 03:13:00 PM,01/09/2014 02:17:00 PM,Closed,Graffiti on Private Property,There is graffiti on the sidewalk below the light post.,"Fulton and Hyde, in front of the old federal building is burnt out. ",6,Intersection of FULTON ST and HYDE ST,"(37.7797884435851, -122.415126835192)"
3244423,01/07/2014 03:20:00 PM,,Open,Request for City Services,There is graffiti on the sidewalk below the light post. Fulton and Hyde.  ,In front of the old federal building on Fulton at Hyde (PUC states this is DPW maintained),6,Intersection of FULTON ST and HYDE ST,"(37.7797884435851, -122.415126835192)"
3318370,01/29/2014 12:26:00 PM,02/03/2014 12:18:00 AM,Closed,Graffiti on Public Property,777 Stockton and Sacramento sffd call box graffiti on face covet,"Reported as: 900-924 Sacramento St, San Francisco",3,Intersection of SACRAMENTO ST and STOCKTON ST,"(37.7931781573042, -122.407727023107)"
3318374,01/29/2014 12:27:00 PM,02/03/2014 12:16:00 AM,Closed,Graffiti on Public Property,777 Stockton and Sacramento sffd call box graffiti on face covet,"Reported as: 900-924 Sacramento St, San Francisco",3,Intersection of SACRAMENTO ST and STOCKTON ST,"(37.7931781573042, -122.407727023107)"
3322890,01/30/2014 03:40:00 PM,01/31/2014 03:25:00 PM,Closed,Graffiti on Public Property,very large and long silver graffiti tag on the retaining wall at Castro and Divisadero,Castro / Divisadero,8,Intersection of CASTRO ST and DIVISADERO ST,"(37.7703428969378, -122.436848957005)"
3247091,01/08/2014 10:09:00 AM,01/09/2014 10:26:00 AM,Closed,Graffiti on Public Property,Graffiti on bus stop,"Reported as: 2364 Geary Blvd, San Francisco",2,Intersection of BAKER ST and GEARY BLVD,"(37.7828853497266, -122.442793026248)"
3333922,02/03/2014 02:16:00 PM,,Open,Graffiti on Public Property,graffiti on signalbox ,Bay St & Lyon St,2,Intersection of BAY ST and LYON ST,"(37.8016331314752, -122.447819435209)"
3253700,01/09/2014 04:06:00 PM,,Open,SSP Sign Repair or Replace,black graffiti on back of traffic sign,Located middle of Arguello - south side,5,Intersection of ARGUELLO BLVD and FREDERICK ST,"(37.7660147199397, -122.457789494696)"
3277913,01/16/2014 10:45:00 AM,,Open,Sign Repair or Replace,"NE corner traffic sign ""Left Turn Yield To Green"" hit with black graffiti",,5,Intersection of 19TH AVE and CROSSOVER DR,"(37.7654479914085, -122.477308479967)"
3277879,01/16/2014 10:39:00 AM,01/16/2014 02:31:00 PM,Closed,Sign Repair or Replace,Each of the traffic signs on Crossover Drive is covered in graffiti,,1,Intersection of FULTON ST and PARK PRESIDIO BLVD,"(37.773138970433, -122.471761998548)"
3286539,01/19/2014 06:00:00 AM,01/21/2014 02:15:00 PM,Closed,Graffiti on Public Property,GRAFFITI ON A MUNI BUS SHELTER,NWC OF FULTON AND PARK PRESIDIO 28/0B SHELTER,1,Intersection of FULTON ST and PARK PRESIDIO BLVD,"(37.773138970433, -122.471761998548)"
3286541,01/19/2014 06:01:00 AM,01/23/2014 11:18:00 AM,Closed,Graffiti on Public Property,GRAFFITI ON CITY RECEPTACLE,NWC OF FULTON AND PARK PRESIDIO NEAR THE 5 MUNI SHELTER,1,Intersection of FULTON ST and PARK PRESIDIO BLVD,"(37.773138970433, -122.471761998548)"
3327973,02/01/2014 09:34:00 AM,,Open,Graffiti on Public Property,Lots of Graffiti on the bus shelter,SWC of Fulton/Park Presidio,1,Intersection of FULTON ST and PARK PRESIDIO BLVD,"(37.773138970433, -122.471761998548)"
3279882,01/16/2014 06:55:00 PM,01/19/2014 01:11:00 PM,Closed,Graffiti on Public Property,Transit shelter has graffiti on glass - SE corner 25th & Fulton,"Reported as: 5063-5135 Fulton St, San Francisco",1,Intersection of 25TH AVE and CROSSOVER DR,"(37.7725691389286, -122.484194342533)"
3270183,01/14/2014 12:26:00 PM,,Open,Graffiti on Public Property,Street light pole graffiti,Reported as: Intersection of 12th St & Market St,6,Intersection of 12TH ST and MARKET ST,"(37.7743587176825, -122.420254282725)"
3318859,01/29/2014 02:06:00 PM,02/03/2014 09:30:00 PM,Closed,Request for City Services,The resident reports: Please remove or paint over graffiti with the same color as the sign. ,On Duboce bicycle path just west of Buchanan,8,Intersection of BUCHANAN ST and DUBOCE AVE,"(37.769602520516, -122.42630957719)"
3247811,01/08/2014 12:09:00 PM,,Open,Graffiti on Public Property,"Graffiti on retaining wall this area is repeatedly tagged
Just passed the 280 101 north entrance across from the alemany housing",Reported as: 569-581 Alemany Blvd at ellsworth,9,Intersection of ALEMANY BLVD and ELLSWORTH ST,"(37.7322083470601, -122.418965589101)"
3328153,02/01/2014 10:50:00 AM,,Open,Damaged Property,CUSTOMER STATES THAT THERE IS GRAFFITI ON THE BUS SHELTER. BLACK GRAFFITI. ,ON MANSELL AT SAN BRUNO ON THE NW CORNER. ,9,Intersection of MANSELL ST and SAN BRUNO AVE,"(37.7215343139683, -122.401074024586)"
3266648,01/13/2014 02:44:00 PM,01/13/2014 03:48:00 PM,Closed,Internal Service Request,Black graffiti,"Water Pump station, on the top of the reservior, on the back and side of shed, by the stairs, facing the ocean west side)",7,Intersection of 23RD AVE and SLOAT BLVD,"(37.7345324311663, -122.479459793456)"
3334649,02/03/2014 04:25:00 PM,02/04/2014 05:16:00 PM,Closed,Graffiti on Public Property,Graffiti on back and sides of restroom building,48th ave & Taravel,4,Intersection of 48TH AVE and TARAVAL ST,"(37.7416730152757, -122.506865491232)"
3296879,01/22/2014 01:22:00 PM,01/26/2014 03:18:00 PM,Closed,Graffiti on Public Property,"yellow graffiti on the ground level as you walk over the overpass facing kensington, green graffiti on the post","the overpass that crosses from kensington to miraloma, on the right side 15th feet, and on the right handrail part, and once you intersect miraloma, 20ft at the staircase walking down to the street, left side stair post, an more further down",7,Intersection of KENSINGTON WAY and PORTOLA DR,"(37.7405352575278, -122.458904807478)"
3311901,01/27/2014 03:23:00 PM,01/29/2014 06:20:00 AM,Closed,SSP Graffiti on Public Property,Graffiti on concrete wall,,7,Intersection of 14TH AVE and PACHECO ST,"(37.7526159371646, -122.470907681949)"
3311803,01/27/2014 03:08:00 PM,01/29/2014 06:23:00 AM,Closed,SSP Graffiti on Public Property,Graffiti on stairway and wall,,7,Intersection of 15TH AVE and PACHECO ST,"(37.7507009933512, -122.471878845391)"
3301900,01/23/2014 11:39:00 PM,01/24/2014 03:22:00 PM,Closed,Graffiti on Public Property,Graffiti on benches.,On green benches on 5th street between Market and STevenson.,6,Intersection of 5TH ST and MARKET ST,"(37.783991416435, -122.408066608285)"
3267600,01/13/2014 05:20:00 PM,01/14/2014 02:00:00 PM,Closed,Damaged Property,Graffiti on the glass ,"IFO 1108 Market St, At the bus shelter for the #21 ",6,Intersection of 7TH ST and MARKET ST,"(37.7804786084846, -122.41251224905)"
3305550,01/25/2014 10:00:00 AM,,Open,Internal Service Request,UNDERNEATH 101 ON THE FREEWAY COLUMN THERE IS BIG BLACK GRAFFITI. ,"ON BAYSHORE AT INDUSTRIAL, GOING TOWARDS ALEMANY.",9,Intersection of BAY SHORE BLVD and INDUSTRIAL ST ON RAMP,"(37.739059882372, -122.407114194451)"
3305557,01/25/2014 10:02:00 AM,01/27/2014 07:17:00 AM,Closed,Graffiti on Public Property,CUSTOMER STATES THAT THERE IS A GREEN SIGNAL BOX THAT HAS GRAFFITI ON IT. ,"ON THE CORNER, GOING TOWARDS ALEMANY, UNDERNEATH THE FREEWAY 101.",9,Intersection of BAY SHORE BLVD and INDUSTRIAL ST ON RAMP,"(37.739059882372, -122.407114194451)"
3333998,02/03/2014 02:28:00 PM,02/03/2014 06:42:00 PM,Closed,Graffiti on Public Property,Possibly gang related graffiti on the MUNI information kiosk. ,Market and 8th,6,Intersection of 8TH ST and MARKET ST,"(37.7787192939328, -122.414741067879)"
3281876,01/17/2014 12:05:00 PM,01/19/2014 01:16:00 PM,Closed,Graffiti on Public Property,graffiti on a muni informational sign within the muni station on the platform. please see weblink attatched for image of issue.,Muni civic center station,6,Intersection of 8TH ST and MARKET ST,"(37.7787192939328, -122.414741067879)"
3319112,01/29/2014 03:04:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,25 TAYLOR ST,6,Intersection of 6TH ST and TAYLOR ST,"(37.7822305956242, -122.41029213588)"
3276981,01/16/2014 06:24:00 AM,,Open,Internal Service Request,the 280 south sign is tagged with black graffiti ,Oakdale and Selby 280 freeway,10,Intersection of OAKDALE AVE and SELBY ST,"(37.7399020525251, -122.399685398323)"
3331711,02/03/2014 06:28:00 AM,,Open,SSP Graffiti on Public Property,Graffiti on yellow yield sign,,7,Intersection of FANNING WAY and QUINTARA ST,"(37.748836330442, -122.471749097031)"
3279604,01/16/2014 05:00:00 PM,01/16/2014 05:17:00 PM,Closed,Internal Service Request,Transferred from SSP SR # 3279465: The yellow and black traffic signs along the concrete barrier along PARK PRESIDIO BYPASS DRIVE is cover with and violated with graffiti. ,The yellow and black traffic signs along the concrete barrier along PARK PRESIDIO BYPASS DRIVE ,1,Intersection of PARK PRESIDIO BLVD and PARK PRESIDIO BYPASS DR,"(37.773138970433, -122.471761998548)"
3269866,01/14/2014 11:26:00 AM,01/17/2014 03:28:00 PM,Closed,Graffiti on Public Property,Graffiti city can,Reported as: Intersection of Haight St & Market St,6,Intersection of HAIGHT ST and MARKET ST,"(37.7730360521603, -122.421941384201)"
3269876,01/14/2014 11:27:00 AM,01/14/2014 12:17:00 PM,Closed,Graffiti on Public Property,Graffiti city can,Reported as: Intersection of Haight St & Market St,6,Intersection of HAIGHT ST and MARKET ST,"(37.7730360521603, -122.421941384201)"
3269880,01/14/2014 11:27:00 AM,01/17/2014 03:31:00 PM,Closed,Graffiti on Public Property,Graffiti city can,Reported as: Intersection of Haight St & Market St,6,Intersection of HAIGHT ST and MARKET ST,"(37.7730360521603, -122.421941384201)"
3268279,01/13/2014 09:39:00 PM,01/13/2014 09:42:00 PM,Closed,Internal Service Request,4 foot black graffiti scrawl on back of traffic sign ,SE corner ,2,Intersection of LAKE ST and PARK PRESIDIO BLVD,"(37.7863148034855, -122.472625836387)"
3268789,01/14/2014 08:09:00 AM,01/14/2014 01:19:00 PM,Closed,Graffiti on Private Property,Graffiti on building,"71-85 2nd St, San Francisco",6,"71 2ND ST, SAN FRANCISCO, CA, 94105","(37.788457067, -122.399884629)"
3268902,01/14/2014 08:30:00 AM,01/19/2014 05:11:00 AM,Closed,Graffiti on Public Property,Graffiti on news stand at 2nd & Townsend,"Reported as: 75 Townsend St, San Francisco",6,"721 2ND ST, SAN FRANCISCO, CA, 94107","(37.780525385, -122.390229956)"
3278489,01/16/2014 12:48:00 PM,,Open,Sign Repair or Replace,Parking pole w/ black graffiti and sticker at 307 3rd,,1,"316 3RD AVE, SAN FRANCISCO, CA, 94118","(37.782760369, -122.461044454)"
3278473,01/16/2014 12:45:00 PM,,Open,Sign Repair or Replace,310 third street cleaning pole graffiti,,1,"317 3RD AVE, SAN FRANCISCO, CA, 94118","(37.782746978, -122.461320986)"
3272467,01/14/2014 10:15:00 PM,01/16/2014 05:17:00 PM,Closed,Graffiti on Private Property,Graffiti on door and side of building,"Reported as: 500-598 3rd Ave, San Francisco",1,"594 3RD AVE, SAN FRANCISCO, CA, 94118","(37.777510254475, -122.460736478126)"
3244636,01/07/2014 04:14:00 PM,01/08/2014 10:05:00 AM,Closed,Graffiti on Private Property,Graffiti at 598 3rd Ave. Cross street is Balboa.,"Reported as: 500-598 3rd Ave, San Francisco",1,"594 3RD AVE, SAN FRANCISCO, CA, 94118","(37.777510254475, -122.460736478126)"
3272450,01/14/2014 10:07:00 PM,01/16/2014 12:17:00 PM,Closed,Graffiti on Private Property,Graffiti,"Reported as: 595 3rd Ave, San Francisco",1,"595 3RD AVE, SAN FRANCISCO, CA, 94118","(37.777611505, -122.460995022)"
3283951,01/17/2014 11:09:00 PM,01/19/2014 08:16:00 AM,Closed,Graffiti on Private Property,Graffiti on building,IFO 599 3rd St,6,"599 3RD ST, SAN FRANCISCO, CA, 94107","(37.780136376233, -122.394260897532)"
3336510,02/04/2014 10:37:00 AM,,Open,Graffiti on Private Property,graffiti on the south side wall,2642 3rd Street,10,"2642 3RD ST, SAN FRANCISCO, CA, 94107","(37.756129165161, -122.388216730043)"
3321525,01/30/2014 10:27:00 AM,,Open,Graffiti on Private Property,497 4th avenue graffiti on windows and garage doors,"Reported as: 1300-1398 Anza St, San Francisco",1,"497 4TH AVE, SAN FRANCISCO, CA, 94118","(37.779278242938, -122.462078195541)"
3247646,01/08/2014 11:45:00 AM,01/19/2014 11:17:00 AM,Closed,Graffiti on Private Property,Graffiti at 590 4th Ave. (Balboa).,"Reported as: 500-598 4th Ave, San Francisco",1,"590 4TH AVE, SAN FRANCISCO, CA, 94118","(37.777579114, -122.461703637)"
3247411,01/08/2014 11:08:00 AM,01/09/2014 01:17:00 PM,Closed,Graffiti on Private Property,Graffiti on wall,"Reported as: 800-818 Harrison St, San Francisco",6,"390 4TH ST, SAN FRANCISCO, CA, 94107","(37.780819381, -122.40005091)"
3240187,01/06/2014 04:25:00 PM,01/06/2014 04:30:00 PM,Closed,Graffiti on Public Property,Gang graffiti,"Reported as: 301-399 Balboa St, San Francisco",1,"598 5TH AVE, SAN FRANCISCO, CA, 94118","(37.777316867, -122.462804173)"
3266307,01/13/2014 01:50:00 PM,01/17/2014 03:24:00 PM,Closed,Graffiti on Private Property,Graffiti on sidewalk,"Reported as: 107-199 Harriet St, San Francisco",1,"340 6TH AVE, SAN FRANCISCO, CA, 94118","(37.782148551535, -122.464295606803)"
3260981,01/11/2014 05:10:00 PM,01/15/2014 04:24:00 PM,Closed,Graffiti on Private Property,Graffiti on building at 2301 jab Jose ave. South end of building. 2nd request.,"Reported as: 301-399 6th Ave, San Francisco",1,"356 6TH AVE, SAN FRANCISCO, CA, 94118","(37.781853734983, -122.464273222784)"
3287028,01/19/2014 11:00:00 AM,,Open,Sign Repair or Replace,NE corner stop pole red graffiti,,5,"1392 6TH AVE, SAN FRANCISCO, CA, 94122","(37.762460175, -122.462844136)"
3333897,02/03/2014 02:10:00 PM,02/03/2014 02:15:00 PM,Closed,Request for City Services,Graffiti on fire hydrant,35 6th St,6,"35 6TH ST, SAN FRANCISCO, CA, 94103","(37.781782424072, -122.409630839733)"
3292928,01/21/2014 11:30:00 AM,01/21/2014 11:36:00 AM,Closed,Graffiti on Private Property,GRAFFITI WITH PROFANITY INSIDE THE BUILDING ON THE 4TH FLR. ,125 6TH STREET,6,"125 6TH ST, SAN FRANCISCO, CA, 94103","(37.780669172532, -122.408231242739)"
3292955,01/21/2014 11:36:00 AM,01/23/2014 05:56:00 AM,Closed,Residential Building Request,"GRAFFITI WITH PROFANITY INSIDE THE BUILDING ON THE 4TH FLR. ON THE BULETIN BOARD. THERE IS ALSO MORE GRAFFITI IN THE ALCOVE. IF YOU STEP OFF OF THE ELEVATOR AND TURN LEFT, IT IS ON THE ALCOVE AS WELL. THIS WAS WRITTIN IN MAGIC MARKER.",,6,"125 6TH ST, SAN FRANCISCO, CA, 94103","(37.780669172532, -122.408231242739)"
3269221,01/14/2014 09:23:00 AM,,Open,All RPD Issues,Private property graffiti  pls abate the graff from retaing walls  Send To: RPD Structural Maintenance Queue,,6,"SOMA Rec Center, 270 6TH ST, SAN FRANCISCO, CA, 94103","(37.778639616, -122.4063527)"
3306961,01/25/2014 05:17:00 PM,01/28/2014 06:17:00 AM,Closed,Graffiti on Public Property,graffiti stickers ,"Reported as: 685 Brannan St, San Francisco",6,"610 6TH ST, SAN FRANCISCO, CA, 94107","(37.7746585702, -122.400890919607)"
3286142,01/18/2014 07:18:00 PM,01/21/2014 04:19:00 PM,Closed,Graffiti on Private Property,The resident states: Graffiti on the front of the commercial building. ,IFO 222 7th St,1,"222 7TH AVE, SAN FRANCISCO, CA, 94118","(37.784382849816, -122.465529489324)"
3321555,01/30/2014 10:34:00 AM,01/30/2014 10:58:00 AM,Closed,Graffiti on Public Property,1544 Anza street tree with black graffiti,"Reported as: 1539 Anza St, San Francisco",1,"498 7TH AVE, SAN FRANCISCO, CA, 94118","(37.779103471332, -122.465145840961)"
3321637,01/30/2014 10:49:00 AM,01/31/2014 03:27:00 PM,Closed,Tree Maintenance Damage,graffiti on the tree ,ifo 498 7th Avenue,1,"498 7TH AVE, SAN FRANCISCO, CA, 94118","(37.779103471332, -122.465145840961)"
3241803,01/07/2014 08:17:00 AM,01/09/2014 08:03:00 AM,Closed,Graffiti on Private Property,"Constant graffiti - Minna & 8th St sides.  
The user entered the address: Mission St & 8th St, San Francisco, CA 94103, USA to see more details visit: http://seeclickfix.com/issues/778297","Reported as: Mission St & 8th St, San Francisco, CA 94103, USA",6,"120 8TH ST, SAN FRANCISCO, CA, 94103","(37.777180630575, -122.412907947966)"
3241929,01/07/2014 08:42:00 AM,01/08/2014 01:04:00 PM,Closed,Graffiti on Private Property,"The sides of this building are once again covered in Massive Graffiti Tags. 
The user entered the address: 123 8th St , San Francisco, CA to see more details visit: http://seeclickfix.com/issues/779338","Reported as: 123 8th St , San Francisco, CA",6,"131 8TH ST, SAN FRANCISCO, CA, 94103","(37.77717938906, -122.41271101686)"
3294019,01/21/2014 03:08:00 PM,01/29/2014 11:21:00 AM,Closed,Graffiti on Private Property,Graffiti,"Reported as: 260 8th St San Francisco, CA 94103",6,"242 8TH ST, SAN FRANCISCO, CA, 94103","(37.77556916, -122.410982171)"
3288578,01/19/2014 11:53:00 PM,,Open,Graffiti on Private Property,graffiti on commercial bldg,275 8th st on west and north side of the bldg,6,"275 8TH ST, SAN FRANCISCO, CA, 94103","(37.775351416302, -122.410416498148)"
3291317,01/20/2014 07:20:00 PM,,Open,Graffiti on Private Property,"Graffiti on enterprise car rental building.  Corner of 8th and ringold at.   
The user entered the address: 312 8th Street, San Francisco, CA 94103, USA to see more details visit: http://seeclickfix.com/issues/904010","Reported as: 312 8th Street, San Francisco, CA 94103, USA",6,"330 8TH ST, SAN FRANCISCO, CA, 94103","(37.774630191766, -122.409712884611)"
3267566,01/13/2014 05:10:00 PM,,Open,Graffiti on Private Property,"Graffiti on upper wall near roof of Enterprise Rent-a-Car building, can be seen from Ringold St. 
The user entered the address: 312 8th St., San Francisco, CA to see more details visit: http://seeclickfix.com/issues/775840","Reported as: 312 8th St., San Francisco, CA",6,"330 8TH ST, SAN FRANCISCO, CA, 94103","(37.774630191766, -122.409712884611)"
3288590,01/20/2014 12:08:00 AM,01/21/2014 09:18:00 AM,Closed,Graffiti on Private Property,Graffiti on front of the building,front of the building,6,"355 8TH ST, SAN FRANCISCO, CA, 94103","(37.774474467644, -122.409321548242)"
3251016,01/09/2014 08:32:00 AM,01/09/2014 08:51:00 AM,Closed,Graffiti on Public Property,Graffiti,"Reported as: 3242 Fulton St San Francisco, CA 94118",1,"792 9TH AVE, SAN FRANCISCO, CA, 94118","(37.77349646, -122.466823109)"
3261984,01/12/2014 09:39:00 AM,01/26/2014 02:18:00 PM,Closed,Graffiti on Private Property,More graffiti on 1300 8th.  Jamba Juice,"Reported as: 1310 09th Ave, San Francisco",5,"1300 9TH AVE, SAN FRANCISCO, CA, 94122","(37.763984159826, -122.466237634451)"
3258659,01/10/2014 07:14:00 PM,01/13/2014 09:18:00 AM,Closed,Graffiti on Private Property,graffiti on building on the 9th ave side,1300 9TH AVE,5,"1300 9TH AVE, SAN FRANCISCO, CA, 94122","(37.763984159826, -122.466237634451)"
3292949,01/21/2014 11:35:00 AM,,Open,Graffiti on Private Property,Graffiti ,West side wall of Jamba Juice. ,5,"1300 9TH AVE, SAN FRANCISCO, CA, 94122","(37.763984159826, -122.466237634451)"
3268646,01/14/2014 07:18:00 AM,01/26/2014 02:19:00 PM,Closed,Graffiti on Private Property,Weeks later graffiti still present and attracting more,"Reported as: 1300 9th Ave San Francisco, CA 94122",5,"1300 9TH AVE, SAN FRANCISCO, CA, 94122","(37.763984159826, -122.466237634451)"
3280725,01/17/2014 07:49:00 AM,01/26/2014 02:17:00 PM,Closed,Graffiti on Private Property,Graffiti remains. More continues to appear the longer it's left here. Please notify property owners to remove,"Reported as: 1300 9th Ave San Francisco, CA 94122",5,"1300 9TH AVE, SAN FRANCISCO, CA, 94122","(37.763984159826, -122.466237634451)"
3280732,01/17/2014 07:50:00 AM,01/19/2014 07:17:00 AM,Closed,Graffiti on Private Property,Graffiti remains. More continues to appear the longer it's left here. Please notify property owners to remove,"Reported as: 1300 9th Ave San Francisco, CA 94122",5,"1300 9TH AVE, SAN FRANCISCO, CA, 94122","(37.763984159826, -122.466237634451)"
3239596,01/06/2014 02:46:00 PM,01/09/2014 06:05:00 AM,Closed,Graffiti on Public Property,Graffiti on Pole http://mobile311.sfgov.org/media/san_francisco/report/photos/52a22e37df8616b0b70d376f/photo_20131206_120556.jpg,99 9th St,6,"99 9TH ST, SAN FRANCISCO, CA, 94103","(37.776283826248, -122.414680191289)"
3277437,01/16/2014 09:03:00 AM,01/19/2014 10:17:00 AM,Closed,Graffiti on Private Property,Graffiti on the building,399 10th Ave on the Geary Side,1,"399 10TH AVE, SAN FRANCISCO, CA, 94118","(37.780876711067, -122.468637178049)"
3248104,01/08/2014 01:06:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,122 10TH ST,6,"122 10TH ST, SAN FRANCISCO, CA, 94103","(37.77494388295, -122.415594373306)"
3248101,01/08/2014 01:06:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,140 10TH ST,6,"140 10TH ST, SAN FRANCISCO, CA, 94103","(37.774729344573, -122.415325399207)"
3248487,01/08/2014 02:05:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,190 10TH ST,6,"190 10TH ST, SAN FRANCISCO, CA, 94103","(37.774125918079, -122.414568877095)"
3248488,01/08/2014 02:05:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,425 10TH ST,6,"425 10TH ST, SAN FRANCISCO, CA, 94103","(37.771297313937, -122.410827636424)"
3253298,01/09/2014 02:58:00 PM,01/11/2014 03:23:00 PM,Closed,Graffiti on Public Property,Black graffiti SW corner,"Reported as: 1001-1033 Lake St, San Francisco",1,"107 11TH AVE, SAN FRANCISCO, CA, 94118","(37.786246733, -122.470208426)"
3332230,02/03/2014 09:02:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1300 11TH AVE,5,"1300 11TH AVE, SAN FRANCISCO, CA, 94122","(37.763890159598, -122.468378132974)"
3243210,01/07/2014 12:07:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,164 14TH ST,9,"164 14TH ST, SAN FRANCISCO, CA, 94103","(37.76850793333, -122.417013921855)"
3243207,01/07/2014 12:06:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,174 14TH ST,9,"174 14TH ST, SAN FRANCISCO, CA, 94103","(37.76849442597, -122.417237639061)"
3328950,02/01/2014 03:11:00 PM,02/04/2014 07:20:00 AM,Closed,Graffiti on Public Property,Graffiti on the wooden frame of tree basin.,"419 - 14th St., at Valencia.",8,"419 14TH ST, SAN FRANCISCO, CA, 94103","(37.768057898178, -122.422642314096)"
3328941,02/01/2014 03:09:00 PM,02/04/2014 10:19:00 AM,Closed,Graffiti on Private Property,Graffiti on west side of residential building.,"463 - 14th St., at Guerrero.",8,"463 14TH ST, SAN FRANCISCO, CA, 94103","(37.76800165939, -122.423576085435)"
3242002,01/07/2014 08:56:00 AM,01/19/2014 01:18:00 PM,Closed,Graffiti on Public Property,Customer reported this 12/16 SR#3169875 shows Abated but per the Customer the Graffiti white spray tag VOTE on street is still there,"Ifo 494 14th St, IN the Street",8,"494 14TH ST, SAN FRANCISCO, CA, 94103","(37.768070292522, -122.424265661858)"
3288939,01/20/2014 08:00:00 AM,,Open,Graffiti on Private Property,"Tons of graffiti in and outside of laundromat. Looks like crap! 
The user entered the address: 496 14th Street, San Francisco, CA 94114, USA to see more details visit: http://seeclickfix.com/issues/858544","Reported as: 496 14th Street, San Francisco, CA 94114, USA",8,"494 14TH ST, SAN FRANCISCO, CA, 94103","(37.768070292522, -122.424265661858)"
3242024,01/07/2014 09:00:00 AM,01/08/2014 10:04:00 AM,Closed,Graffiti on Public Property,Customer states Graffiti - white spray tag VOTE still on street. Customer original request SR#3169885 12/16 shows Abated,"IFO 496 14th ST, In the street",8,"496 14TH ST, SAN FRANCISCO, CA, 94103","(37.768067735786, -122.424308106006)"
3242064,01/07/2014 09:05:00 AM,01/08/2014 10:04:00 AM,Closed,Graffiti on Public Property,Customer states graffiti still there - white spray tag VOTE on street.Original SR#3169892 shows Abated ,"ifo 498 14th, In the street",8,"498 14TH ST, SAN FRANCISCO, CA, 94103","(37.768065179062, -122.424350550152)"
3302843,01/24/2014 10:37:00 AM,,Open,SSP Graffiti on Private Property,Graffiti all over 14th street side and Guerrero street side.,Heavily tagged/vandalized corner commercial building.,8,"498 14TH ST, SAN FRANCISCO, CA, 94103","(37.768065179062, -122.424350550152)"
3303191,01/24/2014 12:03:00 PM,,Open,Graffiti on Public Property,Graffiti - Priv. Corridor  Graffiti on Abandoned building.-  tagged  all over,498 14th St,8,"498 14TH ST, SAN FRANCISCO, CA, 94103","(37.768065179062, -122.424350550152)"
3339087,02/04/2014 09:59:00 PM,,Open,SSP Graffiti on Private Property,Graffiti on the front side near the neighbors building stairs.,It's on the front on the east side facing the green buiilding (568/570 14th) that is immediately adjacent. i.e. if you were going into 568 or 570 you could turn to your left and see the grafiti.,8,"576 14TH ST, SAN FRANCISCO, CA, 94103","(37.767957198368, -122.426143528884)"
3251986,01/09/2014 11:10:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,729 14TH ST,8,"729 14TH ST, SAN FRANCISCO, CA, 94114","(37.767637999832, -122.429567419087)"
3324734,01/31/2014 08:38:00 AM,02/02/2014 07:18:00 AM,Closed,Graffiti on Public Property,CUSTOMER STATES THAT THERE IS GRAFFITI ON THE POLE. ,IN FRONT OF 923 14TH STREET. ,8,"923 14TH ST, SAN FRANCISCO, CA, 94114","(37.767374599252, -122.433937091943)"
3242930,01/07/2014 11:20:00 AM,,Open,Internal Service Request,Graffiti on green mailbox,411 15th Ave,1,"411 15TH AVE, SAN FRANCISCO, CA, 94118","(37.78032992026, -122.474032711512)"
3242816,01/07/2014 11:05:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1450 15TH ST,9,"1450 15TH ST, SAN FRANCISCO, CA, 94103","(37.766924241118, -122.416586693334)"
3278272,01/16/2014 12:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1942 15TH ST,8,"1942 15TH ST, SAN FRANCISCO, CA, 94114","(37.766257214892, -122.427626407456)"
3324491,01/31/2014 07:27:00 AM,02/04/2014 10:16:00 AM,Closed,Sign Repair or Replace,Sticker and graffiti,,8,"2244 15TH ST, SAN FRANCISCO, CA, 94114","(37.765910864, -122.434265185)"
3277421,01/16/2014 09:01:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,2701 16TH ST,9,"2701 16TH ST, SAN FRANCISCO, CA, 94103","(37.765388837359, -122.413166093346)"
